"","Category","Age_Category","Gender","Flank_Girth","Heart_Girth","Neck_Girth","Weight","Height","Fore_Feet_Circumference"
"68","African","less than 10 years","male",213.795732404105,375.221028132364,156.460321508348,2527.4850724265,2.59,1.23741459441616
"69","African","less than 10 years","male",297.134905157145,300.25737117976,170.761298143771,2178.40036677662,2.39,1.21166039104999
"70","African","less than 10 years","male",248.090916720685,262.872557993978,125.259231182281,1936.57174103428,2.18,1.02829274868145
"71","African","less than 10 years","male",171.027651813347,214.229381876066,215.752827224787,2338.5273861466,2.34,1.3488481313354
"72","African","less than 10 years","male",163.620115444064,356.336066033691,107.069115072954,1456.97735021822,2.28,1.13886544348842
"73","African","less than 10 years","male",284.872723266017,249.085450684652,106.908222939819,2142.59643980768,2.61,1.19885904203561
"74","African","less than 10 years","male",169.540957454592,362.199714314193,117.03156393487,2310.74353908189,2.58,1.45219639720778
"75","African","less than 10 years","male",291.498891811352,252.979360939935,202.220350655261,2302.8021534672,2.29,1.17537571260468
"76","African","less than 10 years","male",168.562657933217,216.248603956774,175.317523011472,1801.59647918772,2.16,1.13357815058037
"77","African","less than 10 years","male",269.86058492912,399.172966042534,121.027578576468,2208.60519187991,2.2,0.898586086002449
"78","African","less than 10 years","male",157.092515216209,377.706238580868,114.314098400064,1792.70110013895,2.57,1.34974389271747
"79","African","less than 10 years","male",228.15922141308,270.090786088258,169.196816370822,1542.6240029512,2.66,1.44984674912111
"80","African","less than 10 years","male",155.293312005233,335.448996070772,212.223068415187,1990.74880818371,2.28,1.17889951485023
"81","African","less than 10 years","male",287.179619399831,217.395765846595,245.803878142033,1756.64404337294,2.46,1.30024020634548
"82","African","less than 10 years","male",242.689189023804,262.901669694111,166.062418313231,1764.38636917155,2.61,1.32619584525814
"83","African","less than 10 years","male",247.376995591912,226.338839484379,202.73293874925,1873.1794759864,2.53,1.31402626687066
"84","African","less than 10 years","male",251.065405667759,257.385816937312,101.528290356509,1257.80536825769,2.37,1.09328834780605
"85","African","less than 10 years","male",268.592449044809,240.507221780717,109.172861988191,1736.38758263551,2.32,1.07306054457191
"86","African","less than 10 years","male",170.8310679649,346.017090976238,101.894997816999,1307.52628154587,2.39,1.21037770246712
"87","African","less than 10 years","male",235.832628048956,252.815738972276,136.623721232172,1978.39047973976,2.49,1.27662612295979
"88","African","less than 10 years","male",285.967431915924,346.817672532052,118.150130379945,1675.56516574696,2.17,1.21852789499508
"89","African","less than 10 years","male",197.704220598098,214.309983095154,194.938197149895,2105.26637064759,2.3,1.1262182680765
"90","African","less than 10 years","male",201.076468254905,353.473812062293,233.971214271151,1942.97142901924,2.31,1.28230341794591
"91","African","less than 10 years","male",240.712531667668,271.850433247164,242.167298891582,1871.0018980084,2.46,1.35114955168837
"92","African","less than 10 years","male",294.225804274902,258.624860551208,128.701272746548,2245.89753746986,2.51,1.17106877850224
"93","African","less than 10 years","male",227.361515827943,381.443878775463,204.802967084106,2366.79312319029,2.18,1.11410358546291
"94","African","less than 10 years","male",164.418834925164,258.064741874114,248.212682711892,1868.25036776718,2.35,1.21270602975928
"95","African","less than 10 years","male",208.595517289359,389.964754413813,201.632303989027,1978.80864071194,2.47,1.20721284944287
"96","African","less than 10 years","male",163.535801216494,335.518776858225,103.464065329172,2163.34577903617,2.31,1.30496722639238
"97","African","less than 10 years","male",173.350088205189,299.931687535718,229.470212594606,2342.63476897031,2.51,1.29440836705906
"98","African","less than 10 years","male",207.495389075484,324.727155407891,238.829037337564,1993.8749833731,2.39,1.35848210709955
"99","African","less than 10 years","male",190.569854888599,321.137213148177,178.316176112276,1651.15973672364,2.2,1.18559982836294
"100","African","less than 10 years","male",247.512741247192,200.345553737134,233.157387457322,1604.93352762423,2.49,1.31243918602582
"101","African","less than 10 years","male",281.042629305739,281.134738493711,116.532529448159,1938.27758326661,2.33,1.1588639423751
"102","African","less than 10 years","male",214.974545140285,303.313163667917,177.779966243543,2104.44716073107,2.38,1.2263652953648
"103","African","less than 10 years","male",233.031145075802,278.013691026717,228.735059162136,2553.39447006118,2.11,1.00127387719929
"104","African","less than 10 years","male",203.882077569142,352.25496343337,231.341101229191,2694.77710528299,2.18,1.08813303151343
"105","African","less than 10 years","male",294.022773695178,232.185891550034,116.788963857107,2110.95130844042,2.21,0.928846180239493
"106","African","less than 10 years","male",223.060656327289,206.929217791185,116.338804212864,1032.65207873192,2.39,1.39814872247903
"107","African","less than 10 years","male",270.2923896024,374.136276217178,173.572344100103,2081.15692175925,2.39,1.02687587170615
"108","African","less than 10 years","male",253.987473633606,354.650996532291,181.654690206051,2194.73919270094,2.35,1.06853608486981
"109","African","less than 10 years","male",266.784794849809,369.64036221616,226.075873663649,2488.80766916554,2.66,1.32580416616934
"110","African","less than 10 years","male",172.182387812063,290.20670261234,155.421357753221,1643.35903483443,2.68,1.35047310709284
"111","African","less than 10 years","male",237.327596463729,263.632698217407,157.921914267354,1527.17969401274,2.54,1.24140659863634
"112","African","less than 10 years","male",177.655824227259,206.387940933928,157.459373190068,1159.37769017182,2.56,1.36878843184484
"113","African","less than 10 years","male",178.491979208775,218.509908858687,106.075575365685,1262.41913163103,2.31,1.2397338455748
"114","African","less than 10 years","male",190.830336289946,251.293440535665,157.535919349175,1458.51026463788,2.7,1.2212920296289
"115","African","less than 10 years","male",196.239193563815,330.797330196947,245.715782872867,2426.02312581148,2.48,1.28670130966856
"116","African","less than 10 years","male",238.869307434652,327.864312613383,218.773194868118,2449.58816731814,2.69,1.26533116888993
"117","African","less than 10 years","male",179.35021778103,321.363299991935,145.901444880292,1749.79854244739,2.18,1.21871879144667
"118","African","less than 10 years","male",166.344216512516,250.926002906635,203.072642406914,2269.86235231161,2.63,1.25653393881414
"119","African","less than 10 years","male",233.233423240017,311.653199419379,229.094843519852,2125.35211148206,2.37,1.24218520533763
"120","African","less than 10 years","male",259.236216894351,372.834959020838,239.669133280404,2257.57706086151,2.15,1.00317567835503
"121","African","less than 10 years","male",288.770355703309,300.455806730315,189.59363574395,2013.36697144434,2.12,0.907407213718707
"122","African","less than 10 years","male",290.947430965025,379.823134187609,239.320781279821,3087.66429566313,2.39,1.13216278524878
"123","African","less than 10 years","male",279.953040950932,365.524285752326,203.381858707871,2612.26247651502,2.57,1.30232396482725
"124","African","less than 10 years","male",213.625082862563,351.216263091192,152.222904283553,2313.75634595752,2.14,1.21719842960272
"125","African","less than 10 years","male",152.768999815453,377.288547949865,174.969100079034,2352.96128119808,2.61,1.30081643813982
"126","African","less than 10 years","male",211.27081165323,298.363566817716,116.858736809809,1726.05065305252,2.36,1.18323020241559
"127","African","less than 10 years","male",165.880219324026,292.868804745376,235.911361523904,2601.77066114265,2.37,1.17754530451596
"128","African","less than 10 years","male",165.330338466447,309.003992285579,147.128884494305,1472.20835995395,2.49,1.08595204092746
"129","African","less than 10 years","male",277.951744082384,219.604551885277,105.989070562646,1554.89323260263,2.7,1.34721658067667
"130","African","less than 10 years","male",293.27924894169,382.390423677862,167.745955765713,2444.10078898072,2.13,0.93474785050193
"131","African","less than 10 years","male",249.32906065369,365.735029662028,245.969386748038,2803.49152970593,2.56,1.2456487706147
"132","African","less than 10 years","male",297.885347146075,247.294337907806,180.752004566602,2058.02026379388,2.45,1.44019163077533
"133","African","less than 10 years","male",188.305051240604,308.832354051992,124.465153354686,1315.36096658092,2.52,1.25260407719169
"134","African","less than 10 years","male",163.476902770344,258.42900769785,183.64233749453,1562.13414741214,2.57,1.24928690842582
"135","African","less than 10 years","male",214.170322346035,317.003965377808,222.523985197768,1833.59232044313,2.27,1.18501600286417
"136","African","less than 10 years","male",281.389117939398,378.941552294418,247.272582002915,2252.38019884564,2.22,1.09025962778168
"137","African","less than 10 years","male",199.1923565045,395.78123097308,113.972968701273,1949.68901681714,2.13,1.02865720279371
"138","African","less than 10 years","male",158.114514313638,255.995551822707,197.086650342681,1952.2529902868,2.46,1.31146883453656
"139","African","less than 10 years","male",169.533754955046,337.823815643787,170.65447117202,2522.66506026499,2.11,0.981753363517433
"140","African","less than 10 years","male",262.501091533341,399.940580921248,109.980987256858,2417.14566075243,2.31,1.18682221554364
"141","African","less than 10 years","male",238.941513269674,327.84157958813,195.25988327805,2714.88811301533,2.27,1.03554774977433
"142","African","less than 10 years","male",234.623246581759,217.286110529676,241.373159491923,1666.5332904784,2.55,1.23346947526192
"143","African","less than 10 years","male",175.164398539346,316.867488017306,223.877480009105,2622.08439821843,2.59,1.21076589901425
"144","African","less than 10 years","male",254.800557496492,256.817608000711,203.429109381977,2318.41288192663,2.42,1.23271548109781
"145","African","less than 10 years","male",166.589657776058,349.159584566951,215.023724583443,2698.96528152749,2.44,1.19716567416875
"146","African","less than 10 years","male",234.90945417434,222.340980079025,225.018759001978,1898.56113540009,2.1,1.04151201169784
"147","African","less than 10 years","male",281.868123204913,212.47360301204,163.501416612417,1703.97468756419,2.49,1.19682944595829
"148","African","less than 10 years","male",268.990443635266,351.919065508991,235.031500365585,2566.65305693168,2.18,0.992870913462097
"149","African","less than 10 years","male",263.354077062104,209.932712139562,232.31025096029,2052.03957648482,2.15,1.09844200376884
"150","African","less than 10 years","male",259.250999393407,203.912418987602,192.747273866553,2122.56021627691,2.13,1.21334272375141
"151","African","less than 10 years","female",274.371788464487,293.32332611084,124.595332902391,1731.38685221202,2.44,1.21767485284285
"152","African","less than 10 years","female",284.10409425851,308.691523550078,109.759047732223,1714.89017505082,2.12,1.14385440816948
"153","African","less than 10 years","female",229.039841273334,357.50895771198,116.662897239439,1676.45798438461,2.26,1.20285886624942
"154","African","less than 10 years","female",177.794388716575,231.100099207833,132.556261029094,1467.50913080759,2.24,1.19558398760158
"155","African","less than 10 years","female",242.756484181155,230.517644435167,234.585528669413,1683.5001234489,2.32,0.971377219335072
"156","African","less than 10 years","female",227.434472297318,278.129628114402,110.150520992465,1218.12846547691,2.38,1.20560323713252
"157","African","less than 10 years","female",200.492093909997,342.181163234636,126.124956994317,1314.43366120802,2,0.900017988267816
"158","African","less than 10 years","female",251.763645303436,386.622020229697,174.970770487562,2013.46455265302,2.05,1.2124485781257
"159","African","less than 10 years","female",277.817734214477,381.499670771882,118.939774634782,1641.42312453478,2.48,1.21489981054721
"160","African","less than 10 years","female",246.540517872199,392.765428218991,145.337776525412,2068.67320031743,2.38,1.19644432813486
"161","African","less than 10 years","female",264.239455747884,277.502739103511,120.23917400511,1335.55992091424,2.25,1.16559268846916
"162","African","less than 10 years","female",242.114584939554,256.810388993472,135.187049827073,1302.53828593413,2.49,1.22949652735363
"163","African","less than 10 years","female",183.68318695575,358.150753751397,103.061254392378,1874.44105242612,2.45,1.20392114473488
"164","African","less than 10 years","female",207.604370301124,266.453323652968,161.860212835018,1708.51189239766,2.46,1.29878954340619
"165","African","less than 10 years","female",177.996325772256,214.419877389446,243.138386833016,1438.5001612769,2.5,1.29741000639608
"166","African","less than 10 years","female",244.885348342359,386.179825803265,243.743635190185,2601.24553074711,2,0.944173795299247
"167","African","less than 10 years","female",279.911061411258,373.271623207256,162.324919865932,1562.02734846738,2.47,1.05773108525063
"168","African","less than 10 years","female",195.158751890995,318.532670475543,245.780718838796,2465.18933975603,2.38,1.22417605389319
"169","African","less than 10 years","female",211.074825713877,321.738025872037,169.040726509411,1380.27716464712,2,1.21592447081542
"170","African","less than 10 years","female",204.327164310962,230.073564080521,224.770509940572,2023.96978387842,2.42,1.23632569420622
"171","African","less than 10 years","female",206.512473151088,360.756803769618,167.648558365181,1841.97251561563,2.36,1.14118545880125
"172","African","less than 10 years","female",272.066137916408,253.140069544315,115.696119691711,1725.87604579167,2.18,1.02902834483226
"173","African","less than 10 years","female",250.366337131709,223.127313749865,205.379766528495,1698.6856002477,2.24,1.16679456719181
"174","African","less than 10 years","female",217.183417431079,393.552708765492,207.798981945962,2440.15008939896,2.33,1.3058490627772
"175","African","less than 10 years","female",261.30745683331,290.050456859171,156.008374423254,2026.45961795351,2.23,0.860394069868668
"176","African","less than 10 years","female",152.610769425519,368.76667002216,243.744375975803,2173.4947060002,2.41,1.18363984192047
"177","African","less than 10 years","female",274.639613460749,338.99082057178,191.432720504235,2246.09981193789,2.22,1.17074780350901
"178","African","less than 10 years","female",215.234239620622,222.227606968954,119.297595601529,943.721711728722,2.45,1.21485269445547
"179","African","less than 10 years","female",284.068806166761,249.869072763249,192.435438570101,2303.20522386464,2.42,1.16956014902904
"180","African","less than 10 years","female",158.850369800348,338.092896388844,184.712044673506,1359.68691196176,2.46,1.18621242907992
"181","African","less than 10 years","female",228.951551264618,236.735227657482,174.231124599464,1594.4511913578,2.04,0.996532173619482
"182","African","less than 10 years","female",281.08663726598,226.629668474197,186.655257537495,2273.94014630117,2.22,1.03704132861651
"183","African","less than 10 years","female",272.023595147766,314.908814616501,241.739846696146,1875.46902330359,2.03,1.1388458687562
"184","African","less than 10 years","female",174.559810711071,315.64406696707,127.820966090076,1110.38138676668,2.21,1.09136731065703
"185","African","less than 10 years","female",260.8680024161,337.024109531194,185.255666135345,1808.7768203055,2.3,1.14263458998428
"186","African","less than 10 years","female",285.629626270384,313.652594573796,233.3157114801,2492.46335187345,2.42,1.16954597078097
"187","African","less than 10 years","female",206.813222018536,374.313776334748,169.530227629002,2142.90188279119,2.16,1.07056586396807
"188","African","less than 10 years","female",157.43486455176,260.801494354382,140.519362688065,1909.42047133576,2.06,1.2024702606873
"189","African","less than 10 years","female",296.223957021721,227.255835290998,226.96130592376,2126.04085071944,2.4,1.17594813827924
"190","African","less than 10 years","female",291.134415543638,392.55523015745,142.943779425696,2327.19865436666,2.23,1.14948133658994
"191","African","less than 10 years","female",169.107161555439,380.913528287783,115.483948367182,1893.42816182761,2.39,1.33487172452624
"192","African","less than 10 years","female",288.559970946517,232.111700624228,138.081122515723,2065.5439063441,2.36,1.05951617597514
"193","African","less than 10 years","female",272.781196434516,384.513551415876,119.135749782436,1737.23671623738,2.2,1.09274027736698
"194","African","less than 10 years","female",171.740664867684,275.910896668211,226.104015205055,1697.02695317101,2.36,1.09123596985724
"195","African","less than 10 years","female",280.73272285983,259.573508985341,156.669939670246,2249.33718802058,2.02,1.14499237316403
"196","African","less than 10 years","female",210.455704084598,323.755591874942,227.198396925814,2310.81776922802,2.22,0.963495304738591
"197","African","less than 10 years","female",199.96227286756,399.321378115565,118.939013173804,2215.50469801296,2.07,1.07734121097481
"198","African","less than 10 years","female",154.086369357537,383.669353183359,113.390327210072,1220.41057701572,2.4,1.15986003390625
"199","African","less than 10 years","female",296.653851529118,343.279407545924,207.957122090738,1744.69305279781,2.21,1.09695958284056
"200","African","less than 10 years","female",195.884815009777,359.401882393286,104.736646625679,1610.27688109898,2.38,1.17700996713304
"201","African","less than 10 years","female",198.998891143128,273.452204931527,187.67887877766,1765.54431313416,2.21,1.316954804633
"202","African","less than 10 years","female",244.701887061819,376.480218023062,140.251698414795,1742.86314427154,2.33,1.06553649211187
"203","African","less than 10 years","female",284.857624454889,289.619686082006,166.753670724574,1896.43534318893,2.24,1.21427326090263
"204","African","less than 10 years","female",255.794252827764,305.629838630557,153.357722400688,1350.57115062373,2.06,0.925867445651658
"205","African","less than 10 years","female",276.219701953232,349.446237878874,100.987076910678,1572.26192405797,2.43,1.16468776886829
"206","African","less than 10 years","female",252.79532794375,301.426760293543,104.260057024658,1337.24732124247,2.44,1.3072383489193
"207","African","less than 10 years","female",228.027012536768,324.311659578234,140.390699740965,1746.97870693053,2.02,1.02733979151166
"208","African","less than 10 years","female",281.051295076031,234.350915811956,133.329267380759,1964.51693079434,2.27,1.27672381349003
"209","African","less than 10 years","female",192.73935102392,348.410552088171,207.125611766241,2468.05346385809,2.14,0.984958313188183
"210","African","less than 10 years","female",279.20551156858,252.804567571729,163.341691379901,2239.03629650013,2.34,1.08552483744608
"211","African","less than 10 years","female",214.120331138838,264.702288899571,146.14302086411,1190.80591023085,2.43,1.23209879132901
"212","African","less than 10 years","female",282.656758907251,378.291015233845,128.654268954415,1656.32275789394,2.03,1.13755567423587
"213","African","less than 10 years","female",233.210554055404,363.658702047542,112.196121038869,2130.58071446139,2.15,1.15723071165744
"214","African","less than 10 years","female",230.523967382032,276.43745848909,245.602568925824,2123.22168271639,2.16,0.917816570990485
"215","African","less than 10 years","female",258.281456795521,241.248525911942,196.746157633606,2233.76149823307,2.29,1.06171929717474
"216","African","less than 10 years","female",206.213520106394,289.624194102362,117.571731319185,1426.00720038754,2.25,1.10552584846468
"217","African","less than 10 years","female",199.71551791532,349.062268901616,142.68586714752,1782.20665440895,2.41,1.15743629239891
"218","African","less than 10 years","female",234.119000716601,281.481093587354,152.896067115944,1638.72919283458,2.45,1.29557534188746
"219","African","less than 10 years","female",257.119321322534,351.158260181546,180.568286939524,1985.03992761252,2.34,1.12801971671532
"220","African","less than 10 years","female",181.509773083963,332.275510486215,164.104851859156,1838.70632855105,2.23,1.04323160078929
"221","African","less than 10 years","female",273.524285503663,368.889178475365,181.478999787942,1641.96222317405,2.21,1.1525676044892
"222","African","less than 10 years","female",275.265493383631,327.069689519703,125.288628367707,1952.3184892023,2.34,1.17059668372971
"223","African","less than 10 years","female",238.042195374146,251.763678062707,106.686630600598,1776.63723801379,2.48,1.30576556289697
"224","African","less than 10 years","female",222.744730557315,385.351701593027,249.969944381155,2706.75252635265,2.07,1.20953793607649
"225","African","less than 10 years","female",169.846388348378,250.613315077499,162.557930452749,1520.78124568798,2.44,1.3712476518785
"226","African","less than 10 years","female",225.654230453074,332.523233164102,236.595936666708,2365.40253791609,2.01,1.03198268593765
"227","African","less than 10 years","female",240.87638676865,395.54380690679,148.96536845481,1805.22198677645,2.28,1.18007284284964
"228","African","less than 10 years","female",278.428636305034,286.91375288181,109.592728037387,1434.51203631703,2.32,1.02508657877827
"229","African","less than 10 years","female",212.951785326004,325.245602149516,226.60931488499,2326.05359647423,2.29,1.0880209041977
"230","African","less than 10 years","female",296.754992567003,385.32744012773,235.404991544783,2536.956776632,2.19,1.02177253408448
"231","African","less than 10 years","female",268.713361036498,319.276493787766,126.083683315665,1610.85080278572,2.05,1.06087697288478
"232","African","less than 10 years","female",170.100959669799,296.185680152848,233.422769722529,1509.30306069786,2.38,1.16236945300157
"233","African","less than 10 years","female",179.009761742782,389.557715505362,143.672026239801,1875.11877898942,2.03,1.02184918742749
"234","African","less than 10 years","female",225.744954391848,278.266651788726,226.052949368022,2175.85565630579,2.22,1.13349603851456
"235","African","less than 10 years","female",259.964323102031,304.930665204301,230.864737101365,1682.27872345014,2.42,1.17991508865674
"236","African","less than 10 years","female",239.271252485923,216.344197187573,238.737904641312,1953.7572833302,2.42,1.07765716290472
"237","African","less than 10 years","female",174.810144735966,261.573216738179,151.189071545377,1490.46854933258,2.02,0.905799178293785
"238","African","less than 10 years","female",167.715190385934,321.02669198066,149.265835410915,1581.09777368372,2.15,1.09555187688985
"239","African","less than 10 years","female",187.356838036794,330.227262852713,200.464805075899,2366.26368176658,2.16,1.13528674381229
"240","African","less than 10 years","female",157.558471360244,268.375227786601,129.999424156267,1795.9477286262,2.11,1.02444522303747
"241","African","less than 10 years","female",234.253110433929,287.977157067508,126.941051811446,1271.25054359785,2.37,1.2649161406413
"242","African","less than 10 years","female",174.908400129061,380.442007537931,125.834332348313,1690.86064543226,2.06,1.02082596169915
"243","African","less than 10 years","female",176.4771698392,383.445208054036,157.024283194914,2233.75459304079,2.43,1.14250819800946
"244","African","less than 10 years","female",251.892748370301,244.608754757792,118.46175424289,1537.39551728358,2.37,1.07794019170659
"245","African","less than 10 years","female",290.521909296513,274.261865252629,165.041330608074,1486.44175519585,2.04,1.02428321488538
"246","African","less than 10 years","female",241.530729189981,267.14818184264,163.713017164264,1958.95100652124,2.48,1.12692666415335
"247","African","less than 10 years","female",292.734635691158,276.97034990415,202.690765133593,2288.38449355098,2.05,0.974306330396738
"248","African","less than 10 years","female",230.112505238503,327.771999081597,248.805390379857,2514.90169738536,2.1,0.908399148878406
"249","African","less than 10 years","female",213.23217441095,363.490045070648,100.698600965552,1970.30354168965,2.2,1.1415299017207
"250","African","less than 10 years","female",198.908483411651,396.041649905965,201.491714012809,2541.12659537932,2.38,1.21864400845334
"251","African","less than 10 years","female",208.615846303292,373.511254042387,160.426682478283,2241.58711379278,2.12,0.936286775945984
"252","African","less than 10 years","female",246.170061815064,398.775375494733,243.348040897399,2678.13835926354,2.37,1.01042562241499
